iter	Passed	Remaining
531	22335	19648
532	22364	19594
533	22394	19542
534	22425	19491
535	22455	19438
536	22485	19386
537	22513	19332
538	22544	19281
539	22574	19230
540	22604	19177
541	22633	19126
542	22665	19075
543	22697	19026
544	22728	18975
545	22760	18925
546	22790	18874
547	22820	18822
548	22855	18775
549	22888	18727
550	22921	18678
551	22951	18627
552	22984	18578
553	23014	18528
554	23049	18480
555	23085	18435
556	23119	18387
557	23153	18340
558	23190	18295
559	23223	18246
560	23260	18202
561	23298	18158
562	23334	18112
563	23371	18066
564	23407	18021
565	23448	17979
566	23481	17932
567	23519	17888
568	23553	17841
569	23588	17794
570	23623	17748
571	23660	17703
572	23688	17652
573	23720	17604
574	23750	17554
575	23780	17504
576	23809	17454
577	23840	17405
578	23870	17356
579	23903	17309
580	23934	17261
581	23967	17213
582	23997	17164
583	24027	17115
584	24057	17066
585	24091	17020
586	24124	16973
587	24154	16924
588	24187	16877
589	24219	16830
590	24249	16781
591	24282	16735
592	24314	16688
593	24343	16638
594	24376	16592
595	24411	16547
596	24445	16501
597	24478	16455
598	24512	16410
599	24545	16363
600	24577	16316
601	24609	16270
602	24640	16222
603	24671	16175
604	24700	16126
605	24731	16079
606	24762	16032
607	24794	15986
608	24826	15939
609	24860	15894
610	24895	15850
611	24932	15806
612	24968	15763
613	24998	15715
614	25033	15671
615	25066	15625
616	25093	15576
617	25124	15529
618	25153	15482
619	25184	15435
620	25215	15389
621	25246	15342
622	25279	15297
623	25309	15250
624	25340	15204
625	25372	15158
626	25405	15113
627	25440	15069
628	25480	15028
629	25509	14981
630	25541	14936
631	25571	14889
632	25603	14844
633	25634	14798
634	25672	14756
635	25707	14713
636	25740	14668
637	25779	14627
638	25818	14585
639	25856	14544
640	25894	14502
641	25929	14459
642	25964	14415
643	26007	14376
644	26048	14336
645	26082	14292
646	26117	14249
647	26154	14207
648	26190	14164
649	26228	14123
650	26263	14079
651	26295	14034
652	26323	13988
653	26353	13942
654	26385	13897
655	26417	13852
656	26448	13807
657	26478	13762
658	26508	13717
659	26541	13673
660	26572	13627
661	26603	13582
662	26634	13538
663	26667	13494
664	26697	13449
665	26725	13402
666	26756	13358
667	26788	13314
668	26820	13269
669	26851	13225
670	26882	13180
671	26909	13134
672	26940	13089
673	26974	13046
674	27004	13002
675	27038	12959
676	27072	12916
677	27103	12871
678	27135	12828
679	27165	12783
680	27196	12739
681	27226	12695
682	27262	12653
683	27294	12609
684	27324	12565
685	27359	12523
686	27393	12480
687	27426	12437
688	27460	12395
689	27489	12350
690	27518	12305
691	27549	12261
692	27582	12218
693	27612	12175
694	27644	12131
695	27675	12088
696	27705	12043
697	27741	12002
698	27775	11960
699	27809	11918
700	27843	11876
701	27876	11833
702	27910	11791
703	27943	11748
704	27978	11707
705	28010	11664
706	28041	11621
707	28071	11577
708	28100	11533
709	28131	11490
710	28165	11448
711	28199	11406
712	28234	11365
713	28273	11325
714	28311	11285
715	28352	11246
716	28390	11205
717	28429	11166
718	28468	11126
719	28503	11084
720	28540	11044
721	28578	11003
722	28616	10963
723	28663	10926
724	28698	10885
725	28736	10845
726	28773	10804
727	28812	10765
728	28844	10722
729	28874	10679
730	28901	10635
731	28930	10592
732	28957	10547
733	28984	10503
734	29014	10460
735	29045	10418
736	29074	10375
737	29102	10331
738	29130	10288
739	29158	10244
740	29185	10201
741	29211	10157
742	29242	10114
743	29270	10071
744	29297	10028
745	29326	9985
746	29357	9943
747	29387	9900
748	29415	9857
749	29450	9816
750	29480	9774
751	29511	9732
752	29541	9690
753	29572	9648
754	29602	9606
755	29632	9563
756	29660	9521
757	29691	9479
758	29722	9437
759	29752	9395
760	29781	9353
761	29810	9311
762	29839	9268
763	29870	9226
764	29900	9185
765	29928	9142
766	29963	9102
767	29998	9061
768	30031	9021
769	30065	8980
770	30098	8939
771	30129	8898
772	30159	8856
773	30190	8815
774	30224	8774
775	30254	8733
776	30286	8692
777	30317	8650
778	30347	8609
779	30376	8567
780	30405	8526
781	30435	8484
782	30502	8453
783	30547	8416
784	30582	8376
785	30617	8336
786	30655	8296
787	30690	8256
788	30724	8216
789	30758	8176
790	30796	8137
791	30836	8098
792	30881	8061
793	30923	8022
794	30965	7984
795	31009	7947
796	31051	7908
797	31095	7871
798	31139	7833
799	31180	7795
800	31227	7758
801	31276	7721
802	31318	7683
803	31362	7645
804	31406	7607
805	31442	7567
806	31476	7527
807	31511	7487
808	31544	7447
809	31578	7407
810	31612	7367
811	31647	7327
812	31681	7287
813	31718	7247
814	31753	7207
815	31788	7167
816	31823	7128
817	31859	7088
818	31896	7049
819	31930	7009
820	31965	6969
821	32001	6929
822	32035	6889
823	32080	6852
824	32113	6811
825	32152	6773
826	32194	6734
827	32236	6696
828	32277	6657
829	32319	6619
830	32358	6580
831	32396	6541
832	32434	6502
833	32471	6463
834	32507	6423
835	32548	6385
836	32584	6345
837	32618	6305
838	32654	6266
839	32685	6225
840	32719	6186
841	32753	6146
842	32790	6106
843	32827	6067
844	32866	6028
845	32905	5989
846	32941	5950
847	32980	5911
848	33013	5871
849	33049	5832
850	33085	5792
851	33122	5753
852	33154	5713
853	33189	5674
854	33226	5634
855	33263	5595
856	33297	5556
857	33332	5516
858	33366	5476
859	33412	5439
860	33453	5400
861	33519	5366
862	33568	5329
863	33616	5291
864	33674	5255
865	33721	5217
866	33763	5179
867	33806	5141
868	33856	5103
869	33892	5064
870	33931	5025
871	33968	4986
872	34007	4947
873	34040	4907
874	34075	4867
875	34110	4828
876	34143	4788
877	34175	4748
878	34209	4709
879	34242	4669
880	34273	4629
881	34305	4589
